location,source
"Județul Cluj, Romania",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/133542298_5361237383890235_6456384111633547772_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=3AKfSWzlKIoAX-L3wzW&oh=398956a6f860f4e60fe553135f27e60f&oe=6073B05B
"Styria, Austria",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/124065690_1282928875385279_3318433340221036267_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=I72NzXx3mIoAX_skIw4&oh=f9590d3f892dd3a9a9c68a9a4042cbf6&oe=60733075
"Flanders, Belgium",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/123489746_697533957532467_1115454786983416442_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=F6PJ0vh6qeIAX_JtzjK&oh=2e5274229652a164a248c236d63bdbee&oe=6073597A
"Gelderland, Netherlands",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/121703974_386160372789353_6442699484637007931_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=xGrOTuCwBTMAX9KXHUV&oh=3e0de4387d592a954379ec3fb5bb07a7&oe=60725A0A
"Alajuela Province, Costa Rica",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/152065059_440598633955310_6342954121497759959_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=cvMZ4H0YacwAX8cjsD7&oh=cc71ea2e10da1d44c21666eefb60acd0&oe=6070928E
"Nordrhein-Westfalen, Germany",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/151708280_465265041509644_5324171284057255130_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=yclxvkQ3snsAX-k7Jsr&oh=387abd465b667abe28f004e39219d661&oe=607104F5
"Yucatán, Mexico",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/147062870_437650744317112_7608605373179744041_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=x3nPyohDipAAX8Vq64P&oh=886a9d40529a2c30a784649f237d2113&oe=60744AA2
"Gansu, China",https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/153332372_1226638371065206_3036308982730446042_n.jpg?tp=1&_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=GO4vdZ_3Z3IAX9PKet5&oh=d0972f8a799ccf9145047c97f25bbab0&oe=60700048
"Decentralized Administration of Peloponnese, Western Greece and the Ionian, Greece",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158433891_1007766873082835_5652571664656410613_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=jEoJvb4lKOsAX-qp-0G&oh=50101af08f7a5c5f3ae6cd539d8ee29b&oe=6073689E
"Cairo Governorate, Egypt",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/159461491_217783743370941_3359435085554701879_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=b22UX5AFLnMAX_oLKg2&oh=e4df8276e25109cbaad34e953449eaa5&oe=6070A181
"Monaco, Monaco",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/158050637_2178577475609917_5191531484852417065_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=c32mPLZNGx4AX9fgBIx&oh=6338af5bd2a1140646ff567f8d9ecbd7&oe=60734423
"Kyoto, Japan",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/141224299_927892988041405_8522928886958986515_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=zUsSjn3IUpwAX_TL8sc&oh=d51456aa83cacb66f58e824bac13de9c&oe=60743A61
"Kedah, Malaysia",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/136392750_681109692570362_7078544730520385822_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=9eD2Sizg0AkAX8Dh9uK&oh=c723b38a5b2f79067a9d6bf298f39f7d&oe=60717C61
"Siem Reap Province, Cambodia",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/131327982_388095785749904_1489460405234641510_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=cKDeaNjAPgoAX98P1b6&oh=aa8322872a6bc65cef4227b27c880a97&oe=60725230
"Hà Nội, Vietnam",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/130488196_211565067210696_6158430781821799939_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=8Dpq2QBvmf0AX9CRKDc&oh=cd3d6343048f0ae9151012a8eaf0b322&oe=60743A9E
"Special Region of Yogyakarta, Indonesia",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/156319482_955371541938657_3305754088640015423_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=UtbFcfKnOVIAX-C4Fgf&oh=e3afa33bc0abc5413784dcd1d641d3b4&oe=60707DEB
"Jambi, Indonesia",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/144720754_411753996815509_4231256441099442257_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=KLBP68x4YqcAX90vVus&oh=a409f0d02262f0cbd03ebaa8817baca1&oe=60714D74
"Halkidiki, Greece",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/153728117_242806610790487_932698072566405579_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=SguCh-y8LGMAX_Pi94_&oh=bee9e4321e35cecf0aaa49f7c6345299&oe=607065DA
"Ciego de Avila, Cuba",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/150749450_1161718317579218_4139617552750227748_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=CZv3kr_OAscAX-yWR4n&oh=ace07d49a74f4ae14d0028542cf8108f&oe=607402D6
"West Virginia, United States",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/156359078_738809180337221_749764717736423168_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=hTjJNDiAwowAX-v8rKW&oh=cdf01d15d5dfb964a2649ca501899b6d&oe=60743E3E
"Antalya, Turkey",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/156961515_2895929770653459_158939743347689453_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=ctHQIwuSpHwAX9H8eXN&oh=75744b47ff4ffcfeff177b0d3d95faca&oe=6073C256
"Eskişehir, Turkey",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/145569232_256275322553767_7146076438061354821_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=l3RgSxIuSjMAX-u7MtU&oh=935019945b8eb3be70203fea99d8cb84&oe=6071753C
"Shkodër County, Albania",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/143711521_330351094905058_6299910198020261698_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=aBPZmN2I2O8AX_hCJKE&oh=50206b0171daa9b11c6ded7c8ef74caa&oe=6070EC92
"Budva Municipality, Montenegro",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/119086420_1239595546406031_4762813595047863276_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=4_GBjQgXyCMAX_1cutH&oh=a7f653afae66feeed838a80420c1ea2c&oe=6070C3E1
"Connecticut, United States",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/156658062_910244239786937_120820865564310109_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=FDwr6ZLWhwUAX8mZFU9&oh=21a0f5e4bb62c7da78e2df3b343a3c3a&oe=60725906
"Thành phố Hồ Chí Minh, Vietnam",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/155486221_802986340299698_2733793611410545788_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=wXk197HDdCYAX8IiAmf&oh=ffe2fd31b7861d4ca1dff4ca5786186a&oe=6070C0E4
"Banjul, The Gambia",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/158079304_484283559259387_1063842453558499134_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=cAz0lP-h4KEAX-XC6HB&oh=507448e6b2fdc52e2bf906f8fee5b0e7&oe=6072BA8D
"Nairobi County, Kenya",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/154099351_248238130266745_2645298968194179259_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=8uG9bxT4Fj4AX8H1SBE&oh=f0fed4319edd091c67554903e301f3cb&oe=607176CD
"Lagos, Nigeria",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/154799140_442721510506966_1989403376186934112_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=ZizIOhCSN30AX9TmiOu&oh=f5fceae2dfa00d7184c098fa44884c84&oe=60724AFC
"Tennessee, United States",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/153191988_260324352203338_7075598045732155475_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=QAtY7VIOmHIAX9b-TuA&oh=7a1ed0edd3456525ec2d923d0ef37a82&oe=607084DF
"Nevada, United States",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/151440928_5366723710012156_7751012427250938259_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=bnnPQHaiwBIAX-nOoYR&oh=8598fb0be13f907d5dd4ab251b9eef6d&oe=607311DC
"Republic of Bashkortostan, Russia",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/157985242_156196096342555_5851319791040154773_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=5h4tjMyyTpIAX-BqyAt&oh=43a33aebfc83bf0e1866fbc4b82270cc&oe=60715C38
"Canary Islands, Spain",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/156881396_428147881610412_2747210437607140911_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=bAlD65g-Md4AX8vd1Nf&oh=ee2ee12793e9d26f82c53f57910f569e&oe=6072C0A1
"Catalunya, Spain",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/156988565_441393013738420_8295295248465864268_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=OVCWwsV5GLoAX8y2mgF&oh=4b854dca3518b60ef24cd3466d20558d&oe=60719C86
"Corrientes, Argentina",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/156861144_441689240496528_8718016296937599129_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=OW1AsifFnMgAX8izdEz&oh=bd79ca14ee30209e8883f9acc1189981&oe=6073C12E
"Noord-Holland, Netherlands",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/157127036_291752589147758_1584114846259061135_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Xtg6FvCmfQUAX-ksUTL&oh=e29a9c3476da097bad847c6592edcf7e&oe=60738F98
"Seoul, South Korea",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/154300989_150931306849545_2763424931277813242_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=jzFBeAgA2ywAX8qTT7D&oh=d3c482a63629b4ae924d10a73d3783d0&oe=6070F52B
"Paros, Greece",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158809879_243322294131892_6745872375949469375_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=5x0nVkyyS3sAX8-dGay&oh=c82b102069a1b3593489a9b5734f7996&oe=6071EF3E
"Naxos, Greece",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/159579894_278289050363375_7537620511351544402_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=HokMDpDAa7EAX-3f3Xk&oh=6e9f24df72e01dcf34a589f070120d80&oe=6072E1BF
"Lasithi, Greece",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/159460570_211458694104890_7871032068786025788_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=dDzZQuIf4ikAX-dsQyh&oh=55f49cccb2ab9faeccb93363845b819b&oe=60725B46
"Laconia, Greece",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158136330_2959772000934418_5782205621555672547_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=XMw5mkux3HIAX-eAetL&oh=239d8d870b67f93c985b1264931522da&oe=6073F1C3
"Rhodes, Greece",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158943832_162950012217891_5329319296326903043_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=hZboKlIZe8sAX8L75ua&oh=13f33e7b485b0f17f116762934229d21&oe=60743CE4
"Milos, Greece",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/157679786_263406618724817_2746975248079063698_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=6a9sMFbo1TEAX-sggvv&oh=392dcd5d9198dd9ed9b233f8dc7ba7a1&oe=607088C5
"Magnesia Prefecture, Greece",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/157599704_848890772339267_6714490058293173994_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=udO2C1J8p9MAX_HT-dz&oh=20c071b231a827f29ab7de9df1a74f9a&oe=60726DA6
"Mykonos, Greece",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/157709445_251330593210087_6034368299046192536_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=U9K2-38HzSkAX8Aev4_&oh=0e4e883627f5193807e09742c1dd176c&oe=6071B494
"Karpathos, Greece",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158462246_813670286166230_703634557476841977_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=GyrQtCJdyiAAX9X1YYn&oh=7f6923e89cfa12f3c3115223ae322a88&oe=6073265E
"Kentucky, United States",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119057636_100456761795372_7279427981583145817_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=afVM80iVMscAX92x14T&oh=b701ce1aad28ee04bfea0fdf9da15aff&oe=607312C3
"Tanger-Tétouan-Al Hoceïma, Morocco",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/156583669_3582138758551641_4682245336146047859_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=cOkgDMvdLmEAX9fRNMD&oh=8d13e0d4c433b1558536d2f9da8f8e39&oe=6073304F
"Îles Sous-le-Vent, French Polynesia",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/156722569_175830784129864_9090550550872233833_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ilfkDgxZKHIAX82Z8Fo&oh=f674f7e649a15e3f0a47fbe498f85a11&oe=604AFF74
"Lhaviyani Atoll, Maldives",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/155849919_276044173914643_7599114557265930684_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=X_loUsCCEvMAX9f8w4b&oh=bb70ebbeae5bf787976ff7b1ffeb6f02&oe=6072558D
"Queensland, Australia",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/157858380_1860764024071762_3662107283067097621_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=KPrLcCf5yo8AX-yBb3W&oh=18d7210fc14579c14168385981c94ac5&oe=6072D064
"Southland, New Zealand",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/156918227_444291643488245_782850430415397270_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=6FFhxSj4VTMAX-1CHEc&oh=3bdb210611755828ce1a6ff220f99c36&oe=6070927D
"Northland, New Zealand",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/155353149_912018442959896_453398226641045629_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=O5oH7fsd96oAX-3IIjS&oh=e20ee5f510cc092e7605eb7d7971d27f&oe=60727AAC
"Otago, New Zealand",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/148915702_705390087008424_4780395299960951294_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Stfbf0paPnkAX8Uk1bA&oh=9be829d00fc9256c53ac790f1280f5c8&oe=6072459D
"Dnipropetrovsk Oblast, Ukraine",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/158492079_435883141013088_7922540186702751151_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=jQcrbAXAe8wAX95lSHv&oh=c368162865c38d019defa1c331115410&oe=6073D95B
"Red Sea Governorate, Egypt",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/151128330_405219263909240_4415201295719810785_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=xAn-M_M9RwcAX8GrbXk&oh=467180867d2d9449eb2826fa8f86744a&oe=60738D11
"Federation of Bosnia and Herzegovina, Bosnia and Herzegovina",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/155147505_119134730146196_4245047628428321070_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=fC4Lpwdr2sQAX9WZwE3&oh=29a42486ea3c52925b56e3d1e3b3f471&oe=6070D0CF
"Reykjavík, Iceland",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/141732122_317320589720040_8540451578339556890_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=TsgcGQXRQs0AX_9U1be&oh=2d4db8379e5d3b210d9173eeccc036b8&oe=6073A170
"Saint Julian's, Malta",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/158397774_726575614714176_2152120483717479438_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=0HRlf5ukV7MAX-H1wEj&oh=975aaf498597402b5e4225ed0840c009&oe=607391AE
"Community of Madrid, Spain",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/157989472_142234107698814_8536131352397535674_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=THKw6QWpRk8AX-ryPoT&oh=1b658d7467c380d64fe5f46208050606&oe=6073F465
"Colima, Mexico",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/158427715_184467070144564_578553918702083543_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=XiVmqblPu4cAX_BnWOx&oh=e67293b409ae7c7c492608e37e1b974f&oe=6070FAFB
"Zakynthos, Greece",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/157318472_181165150218254_4665275779681027872_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=UZcXhLF3lYsAX-PwOzx&oh=b01e444635f06dd060f3f73ba5c221ae&oe=60738982
"La Digue, Seychelles",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/157393484_5524838440859936_274546504087639950_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=5-pUwabcFh8AX90nUFA&oh=1b5243ed2f4666f2193c4d8b429b9020&oe=60741266
"Santarém District, Portugal",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/156476678_1293344641060514_2256377744830322334_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=z4WMAwsnXpwAX8-hIxk&oh=ff95ac79fc8a2ce3c2588d093a185f84&oe=60722161
"Muğla, Turkey",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/143711537_115282383822976_3794256598609390756_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=kzqky1_-ihsAX-xjSpD&oh=ef7ce45115b7cf07bf82bc8cd6a7befd&oe=60719F98
"Paphos, Cyprus",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/141214368_202222984966668_1415539141076419060_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=0Q2aEdj1NV0AX_C3wwf&oh=2e867dfaaece761fbfb28ecb20594915&oe=607442C3
"Phang-nga, Thailand",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/156928947_440976893625509_1032487745319117555_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=S6zs5XxB-mQAX9zxY4O&oh=ecdf4f8ca77c031d32759163ca8d3598&oe=6070DEDB
"Canterbury, New Zealand",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/156832958_433733651068232_6803644824812202052_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=MQjtOm8ThdYAX98UoDu&oh=cd41a906dd33af5d3e1aa8b4e0f87f42&oe=607222BB
"Auckland, New Zealand",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/156966793_3902281413186921_135873246031670906_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=QEUZbKOIC_MAX9XZRaN&oh=36d6b18e7c71a7777d0397845a1a5890&oe=6072FE6E
"Tasman, New Zealand",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/146714889_335121597723155_1522530999759109294_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=XpI28z-GPOEAX8ievM7&oh=57fc093ef3f4fd5df494ed45dcfa5769&oe=60717DEB
"Saxony, Germany",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/158098717_2777063642548076_4400963723094238942_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=ZKuthXvaQQcAX9jogbQ&oh=db3c79ca3dcabbbfd82b0801140f41aa&oe=6071093E
"District of Columbia, United States",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/119976679_200980411459542_6676147062177676161_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=idEiCyZGfrAAX_AXZy6&oh=4954c69e722951a8ed41d10826ba00fa&oe=607339D3
"Busan, South Korea",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/158210703_219163343283549_988987438198828405_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=V3vUUJ0QrIgAX8_KVzj&oh=9572f47f96d49bc169b47bb64ea0184e&oe=60715D8A
"Incheon, South Korea",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/155199309_557446381909900_3271585611459352280_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=YxJ-UjsdG_IAX_eJftq&oh=8178536a8f156cc843ce3c34f90f3f69&oe=60739DDE
"서울특별시, South Korea",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/151295699_430176948190532_4471071718388813345_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=4zIB2tQUI_MAX8_XPJ5&oh=a5283c942d735a43ab96768e3b9d8217&oe=60713433
"Siggiewi, Malta",https://instagram.fhel5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/154343489_103928298347624_5979531953085940064_n.jpg?tp=1&_nc_ht=instagram.fhel5-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=Xt_6ChEUyRoAX_oI22L&oh=686f8af9fb8df6b6c561157f6d3327fa&oe=60709A5A
